aa	ɑː
alkuopinnot	ɑlkuo̞pinːo̞t̪
alkupalkka	ɑlkupɑlkːɑ
alkuperäilmoitus	ɑlkupe̞ræilmo̞i̯t̪us̠
alkuperäisesti	ɑlkupe̞ræi̯s̠e̞s̠t̪iʔ
alkuperäisjulkaisu	ɑlkupe̞ræi̯s̠julkɑi̯s̠u
alkuperäislääke	ɑlkupe̞ræi̯s̠læːke̞ʔ
alkuperäispakkaus	ɑlkupe̞ræi̯s̠pɑkːɑu̯s̠
alkuperäistila	ɑlkupe̞ræi̯s̠t̪ilɑ
alkuperäisyys	ɑlkupe̞ræi̯s̠yːs̠
alkuperämerkintä	ɑlkupe̞ræme̞rkin̪t̪æ
alkuperäselvitys	ɑlkupe̞ræs̠e̞lʋit̪ys̠
alkuperätodistus	ɑlkupe̞ræt̪o̞dis̠t̪us̠
alkuperätuote	ɑlkupe̞ræt̪uo̞̯t̪e̞ʔ
alkupuolisko	ɑlkupuo̞̯lis̠ko̞
alkuräjähdys	ɑlkuræjæcdys
alkusivu	ɑlkus̠iʋu
alkutekijähajotelma	ɑlkut̪e̞kijæhɑjo̞t̪e̞lmɑ
alkuteksti	ɑlkut̪e̞ks̠t̪i
alkutila	ɑlkut̪ilɑ
alkutunnari	ɑlkut̪unːɑri
alkutuotanto	ɑlkut̪uo̞̯t̪ɑn̪t̪o̞
alkuunkaan	ɑlkuːŋkɑːn
alkuvaikeudet	ɑlkuʋɑi̯ke̞u̯de̞t̪
alkuvoima	ɑlkuʋo̞i̯mɑ
alla	ɑlːɑ
allakka	ɑlːɑkːɑ
allan	ɑlːɑn
allaniitti	ɑlːɑniːt̪ːi
allas	ɑlːɑs̠
alle	ɑlːe̞
allekirjoittaa	ɑlːe̞kirjo̞i̯t̪ːɑːʔ
allekirjoittanut	ɑlːekːirjoitːɑnut
allergiasairaala	ɑlːe̞rɡiɑs̠ɑi̯rɑːlɑ
allergisoituminen	ɑlːe̞rɡis̠o̞i̯t̪umine̞n
allergistuminen	ɑlːe̞rɡis̠t̪umine̞n
allergologia	ɑlːe̞rɡo̞lo̞ɡiɑ
alleviivata	ɑlːeʋːiːʋɑtɑʔ
alli	ɑlːi
alli	ɑlːi
allilla	ɑlːilːɑ
allografi	ɑlːo̞ɡrɑfi
allometria	ɑlːo̞me̞t̪riɑ
alluviaali	ɑlːuʋiɑːli
alma	ɑlmɑ
almanakka	ɑlmɑnɑkːɑ
almandiitti	ɑlmɑndiːt̪ːi
almu	ɑlmu
aloillaan	ɑlo̞i̯lːɑːn
aloilleen	ɑlo̞i̯lːe̞ːn
aloite	ɑlo̞it̪e̞ˣ
aloittaa	ɑlo̞i̯t̪ːɑːʔ
aloittain	ɑlo̞i̯t̪ːɑi̯n
aloittaminen	ɑlo̞i̯t̪ːɑmine̞n
aloitteikas	ɑlo̞it̪ːe̞ikɑs
aloituspaikka	ɑlo̞i̯t̪us̠pɑi̯kːɑ
aloituspiste	ɑlo̞it̪uspiste̞ˣ
aloitusvaihe	ɑlo̞i̯t̪us̠ʋɑi̯ɦe̞ʔ
aloke	ɑlo̞ke̞ˣ
alpakka	ɑlpɑkːɑ
alpi	ɑlpi
alpi	ɑlpi
alpit	ɑlpit̪
alpo	ɑlpo̞
alppijärvi	ɑlpːijærʋi
alppikauris	ɑlpːikɑuris
alppisauva	ɑlpːis̠ɑu̯ʋɑ
alta	ɑlt̪ɑ
altai	ɑlt̪ɑi̯
alternoida	ɑlt̪e̞rno̞i̯dɑʔ
alteroida	ɑlt̪e̞ro̞i̯dɑʔ
altis	ɑltis
altistua	ɑl̪t̪istuɑˣ
altmetriikka	ɑlt̪me̞t̪riːkːɑ
altocumulus	ɑlt̪o̞kumulus̠
altostratus	ɑlt̪o̞s̠t̪rɑt̪us̠
alttari	ɑlt̪ːɑri
alttari	ɑlt̪ːɑri
alttarilaite	ɑlt̪ːɑrilɑi̯t̪e̞ʔ
alttaritaulu	ɑlt̪ːɑrit̪ɑu̯lu
altti	ɑltːi
alttiisti	ɑlt̪ːiːs̠t̪iʔ
altto	ɑlt̪ːo̞
alttoavain	ɑlt̪ːo̞ɑʋɑi̯n
alue	ɑlue̞ʔ
aluehallinto	ɑlue̞hhɑlːin̪t̪o̞
aluehälytyskeskus	ɑlue̞hhælyt̪ys̠ke̞s̠kus̠
alueittain	ɑlue̞i̯t̪ːɑi̯n
aluejako	ɑlue̞jjɑko̞
aluejärjestö	ɑlue̞jjærje̞s̠t̪ø̞
aluekaavio	ɑlue̞kkɑːʋio̞
aluekehittämistoiminta	ɑlue̞ke̞ɦit̪t̪æmis̠t̪o̞i̯min̪t̪ɑ
aluekeskus	ɑlue̞kke̞s̠kus̠
aluelaajennus	ɑlue̞llɑːje̞nːus̠
aluelehti	ɑlue̞lle̞ht̪i
aluelennonjohto	ɑlue̞lle̞nːo̞njo̞xt̪o̞
alueluovutus	ɑlue̞lluo̞̯ʋut̪us̠
aluemetamorfoosi	ɑlue̞mme̞t̪ɑmo̞rfo̞ːs̠i
aluemetsänhoitaja	ɑlue̞mme̞ts̠ænho̞i̯t̪ɑjɑ
alueneuvosto	ɑlue̞nne̞u̯ʋs̠t̪o̞
aluenopeusrajoitus	ɑlue̞nno̞pe̞u̯s̠rɑjo̞i̯t̪us̠
alueohjelma	ɑlue̞ʔo̞xje̞lmɑ
aluepysäköinti	ɑlue̞ppys̠ækø̞i̯n̪t̪i
aluepäällikkö	ɑlue̞ppæːlːikːø̞
alueradio	ɑlue̞rrɑdio̞
aluerajoitus	ɑlue̞rrɑjo̞i̯t̪us̠
aluerakenne	ɑlue̞rrɑke̞nːe̞ʔ
aluerakentaminen	ɑlue̞rrɑke̞n̪t̪ɑmine̞n
aluesuunnittelu	ɑlue̞s̠s̠uːnːit̪t̪e̞lu
aluetoimittaja	ɑlue̞t̪t̪o̞i̯mit̪t̪ɑjɑ
aluevaatimus	ɑlue̞ʋʋɑːt̪imus̠
aluevaltaus	ɑlue̞ʋʋɑlt̪ɑu̯s̠
aluevaltuusto	ɑlue̞ʋʋɑlt̪uːs̠t̪o̞
aluevalvoja	ɑlue̞ʋʋɑlʋo̞jɑ
aluevalvonta	ɑlue̞ʋʋɑlʋo̞n̪t̪ɑ
alueverkko	ɑlue̞ʋʋe̞rkːo̞
alueviranomainen	ɑlue̞ʋʋirɑno̞mɑi̯ne̞n
aluevirasto	ɑlue̞ʋʋirɑs̠t̪o̞
aluke	ɑluke̞ˣ
alumiini	ɑlumiːni
alumiinifolio	ɑlumiːnifo̞lio̞
alumiiniteippi	ɑlumiːnit̪e̞i̯pːi
alumni	ɑlumni
aluna	ɑlunɑ
alus	ɑlus
aluskasvi	ɑlus̠kɑs̠ʋi
aluskate	ɑlus̠kɑt̪e̞ʔ
aluslaudoitus	ɑlus̠lɑu̯do̞i̯t̪us̠
aluspahvi	ɑlus̠pɑxʋi
aluspuku	ɑlus̠puku
alustariippumaton	ɑlus̠t̪ɑriːpːumɑt̪o̞n
alustyyppi	ɑlus̠t̪yːpːi
alusvaate	ɑlus̠ʋɑːt̪e̞ʔ
alvar	ɑlʋɑr
alvari	ɑlʋɑri
alveoli	ɑlʋe̞o̞li
alveoliitti	ɑlʋe̞o̞liːt̪ːi
alvi	ɑlʋi
amalgaamipaikka	ɑmɑlɡɑːmipɑi̯kːɑ
amalia	ɑmɑliɑ
amanda	ɑmɑndɑ
ambiguiteetti	ɑmbiɡui̯t̪e̞ːt̪ːi
ambitio	ɑmbit̪io̞
amblygoniitti	ɑmblyɡo̞niːt̪ːi
ameba	ɑme̞ːbɑ
amensalismi	ɑme̞ns̠ɑlis̠mi
amerikanharmaalokki	ɑme̞rikɑnhɑrmɑːlo̞kːi
amerikankarpalo	ɑme̞rikɑnkɑrpɑlo̞
amerikanmerilokki	ɑme̞rikɑnme̞rilo̞kːi
amerikka	ɑme̞rikːɑ
amerikka	ɑme̞rikːɑ
amerikkalaismies	ɑme̞rikːɑlɑi̯s̠mie̞̯s̠
amerikkalaisnainen	ɑme̞rikːɑlɑi̯s̠nɑi̯ne̞n
amesiitti	ɑme̞s̠iːt̪ːi
amidaasi	ɑmidɑːs̠i
ammatillistuminen	ɑmːɑt̪ilːis̠t̪umine̞n
ammatti	ɑmːɑt̪ːi
ammattihenkilö	ɑmːɑt̪ːihe̞ŋkilø̞
ammattikasvatusneuvos	ɑmːɑt̪ːikɑs̠ʋɑt̪us̠ne̞u̯ʋo̞s̠
ammattikirja	ɑmːɑt̪ːikirjɑ
ammattikorkeakoulututkinto	ɑmːɑt̪ːiko̞rke̞ɑko̞u̯lut̪ut̪kin̪t̪o̞
ammattikoulu	ɑmːɑt̪ːiko̞u̯lu
ammattilaistuminen	ɑmːɑt̪ːilɑi̯s̠t̪umine̞n
ammattimaisesti	ɑmːɑt̪ːimɑise̞sti
ammattimerkki	ɑmːɑt̪ːime̞rkːi
ammattiopinto	ɑmːɑt̪ːio̞pin̪t̪o̞
ammattitalous	ɑmːɑt̪ːit̪ɑlo̞u̯s̠
ammattitappaja	ɑmːɑt̪ːit̪ɑpːɑjɑ
ammattitoiminta	ɑmːɑt̪ːit̪o̞i̯min̪t̪ɑ
ammattivaras	ɑmːɑt̪ːiʋɑrɑs̠
amme	ɑmːeˣ
ammoinen	ɑmːo̞i̯ne̞n
ammoniumtyppi	ɑmːo̞niu̯mt̪ypːi
ammutuitta	ɑmːutuitːɑ
amosiitti	ɑmo̞s̠iːt̪ːi
ampakiini	ɑmpɑkiːni
ampiainen	ɑmpiɑi̯ne̞n
amplifikaatio	ɑmplifikɑːt̪io̞
amplitudimodulaatio	ɑmplit̪udimo̞dulɑːt̪io̞
amppari	ɑmpːɑri
ampua	ɑmpuɑʔ
ampulli	ɑmpulːi
ampumalava	ɑmpumɑlɑʋɑ
ampumapesäke	ɑmpumɑpe̞s̠æke̞ʔ
ampumarata	ɑmpumɑrɑt̪ɑ
ampumaseura	ɑmpumɑs̠e̞u̯rɑ
ampumatasanne	ɑmpumɑt̪ɑs̠ɑnːe̞ʔ
ampuneen	ɑmpuneːn
ampuneiden	ɑmpuneiden
amputaatio	ɑmput̪ɑːt̪io̞
amputointi	ɑmput̪o̞in̪t̪i
amurinleopardi	ɑmurinle̞o̞pɑrdi
amygdaliini	ɑmyɡdɑliːni
amyloidinen	ɑmylo̞i̯dine̞n
anabolismi	ɑnɑbo̞lis̠mi
analgeetti	ɑnɑlɡe̞ːt̪ːi
anamneesi	ɑnɑmne̞ːsi
ananas	ɑnɑnɑs̠
ananaskirsikka	ɑnɑnɑs̠kirs̠ikːɑ
ananasmehu	ɑnɑnɑs̠me̞ɦu
anapsidi	ɑnɑps̠idi
anarkia	ɑnɑrkiɑ
anarkomarko	ɑnɑrko̞mɑrko̞
anataasi	ɑnɑt̪ɑːs̠i
andante	ɑndɑn̪t̪ːe̞
andesiini	ɑnde̞s̠iːni
andienlokki	ɑndie̞̯nlo̞kːi
andorra	ɑndo̞rːɑ
andradiitti	ɑndrɑdiːt̪ːi
andreas	ɑndre̞ɑs̠
andromeda	ɑndro̞me̞dɑ
ane	ɑne̞ʔ
anella	ɑne̞lːɑˣ
anelma	ɑnelmɑ
anergia	ɑne̞rɡiɑ
aneurysma	ɑne̞urysmɑ
angelikajuuri	ɑŋːe̞likɑjuːri
anglesiitti	ɑŋle̞s̠iːt̪ːi
angola	ɑŋːo̞lɑ
angstata	ɑŋs̠t̪ɑt̪ɑʔ
angsti	ɑŋs̠t̪i
angstinen	ɑŋs̠t̪ine̞n
anhedonia	ɑnhe̞do̞niɑ
animointiohjelma	ɑnimo̞i̯n̪t̪io̞xje̞lmɑ
anioninvaihtaja	ɑnio̞ninʋɑi̯çt̪ɑjɑ
anis	ɑnis̠
anisogamia	ɑnis̠o̞ɡɑmiɑ
anita	ɑnit̪ɑ
anitta	ɑnitːɑ
anja	ɑnjɑ
ankara	ɑŋkɑrɑ
ankerias	ɑŋke̞riɑs
ankeriitti	ɑŋke̞riːt̪ːi
ankka	ɑŋkːɑ
ankkalinna	ɑŋkːɑlinːɑ
ankkalinnalainen	ɑŋkːɑlinːɑlɑi̯ne̞n
ankkurilyhty	ɑŋkːurilyçt̪y
ankkuroida	ɑŋkːuro̞i̯dɑʔ
ankkuroituminen	ɑŋkːuro̞i̯t̪umine̞n
anksiolyytti	ɑŋks̠io̞lyːt̪ːi
anna	ɑnːɑʔ
anna	ɑnːɑ
annamari	ɑnːɑmɑri
anne	ɑnːe̞
anneksi	ɑnːe̞ks̠i
anneksio	ɑnːe̞ks̠io̞
annektoida	ɑnːe̞kt̪o̞i̯dɑʔ
annele	ɑnːe̞le̞
anneli	ɑnːe̞li
anni	ɑnːi
anniina	ɑnːiːnɑ
annika	ɑnːikɑ
annikki	ɑnːikːi
annina	ɑnːiːnɑ
annina	ɑnːinɑ
anniskeluaika	ɑnːis̠ke̞luɑi̯kɑ
anniskelualue	ɑnːis̠ke̞luɑlue̞ʔ
anniskeluliike	ɑnːis̠ke̞luliːke̞ʔ
annoona	ɑnːo̞ːnɑ
annosnopeus	ɑnːo̞s̠no̞pe̞u̯s̠
annotaatio	ɑnːo̞t̪ɑːt̪io̞
annotointi	ɑnːo̞t̪o̞i̯n̪t̪i
annukka	ɑnːukːɑ
ano	ɑno̞
anoa	ɑno̞ɑʔ
anoa	ɑno̞ɑ
anoi	ɑnoi
anomia	ɑno̞miɑ
anominen	ɑno̞mine̞n
anon	ɑno̞n
anoppi	ɑno̞pːi
anoppila	ɑno̞pːilɑ
anorogeeninen	ɑno̞ro̞ɡe̞ːnine̞n
ansa	ɑnsɑ
ansaintatarkoitus	ɑns̠ɑi̯n̪t̪ɑt̪ɑrko̞i̯t̪us̠
ansaita	ɑns̠ɑi̯t̪ɑʔ
ansari	ɑnsɑri
ansassilta	ɑns̠ɑs̠s̠ilt̪ɑ
anselmi	ɑnselmi
ansio	ɑnsio
ansiofunktio	ɑns̠io̞fuŋkt̪io̞
ansioituminen	ɑns̠io̞i̯t̪umine̞n
ansiokas	ɑnsio̞kɑs
ansiotarkoitus	ɑns̠io̞t̪ɑrko̞i̯t̪us̠
anssi	ɑns̠ːi
antaa	ɑn̪t̪ɑːʔ
antaminen	ɑntɑminen
anteeksi	ɑn̪t̪e̞ːks̠i
antenni	ɑn̪t̪e̞nːi
antero	ɑn̪t̪e̞ro̞
antidepressantti	ɑn̪t̪ide̞pre̞s̠s̠ɑn̪t̪ːi
antidiureettinen	ɑn̪t̪idiu̯re̞ːt̪t̪ine̞n
antiferromagnetismi	ɑn̪t̪ife̞rːo̞mɑɡne̞t̪is̠mi
antiikkikauppias	ɑn̪t̪iːkːikɑu̯pːiɑs̠
antikommutointi	ɑn̪t̪iko̞mːut̪o̞i̯n̪t̪i
antilas	ɑn̪t̪ilɑs̠
antimetaboliitti	ɑn̪t̪ime̞t̪ɑbo̞liːt̪ːi
antimikrobinen	ɑn̪t̪imikro̞bine̞n
antimilitarismi	ɑn̪t̪imilit̪ɑris̠mi
antimilitaristi	ɑn̪t̪imilit̪ɑris̠t̪i
antimonihohde	ɑn̪t̪imo̞niho̞hde̞ʔ
antimyoni	ɑn̪t̪imyo̞ni
antipatia	ɑn̪t̪ipɑt̪iɑ
antisymmetrinen	ɑn̪t̪is̠ymːe̞t̪rine̞n
antitau	ɑn̪t̪it̪ɑu̯
anton	ɑn̪t̪o̞n
antropogenia	ɑn̪t̪ro̞po̞ɡe̞niɑ
antropomorfismi	ɑn̪t̪ro̞po̞mo̞rfis̠mi
antti	ɑn̪t̪ːi
anttila	ɑn̪t̪ːilɑ
antto	ɑn̪t̪ːo̞
antton	ɑntːon
anttoni	ɑn̪t̪ːo̞ni
antura	ɑn̪t̪urɑ
anu	ɑnu
anus	ɑnus̠
aoristi	ɑo̞ris̠t̪i
aortta	ɑo̞rtːɑ
aorttaläppä	ɑo̞rtːɑlæpːæ
aorttastenoosi	ɑo̞rt̪ːɑs̠t̪e̞no̞ːs̠i
ap	ɑːpe̞ː
ap	ɑːmupæi̯ʋælːæ
apaattinen	ɑpɑːt̪t̪ine̞n
apaja	ɑpɑjɑ
apastroni	ɑpɑs̠t̪ro̞ni
apateismi	ɑpɑt̪e̞i̯s̠mi
apertuuri	ɑpe̞rt̪uːri
apeus	ɑpe̞us
apeutuminen	ɑpe̞u̯t̪umine̞n
apikoplasti	ɑpiko̞plɑs̠t̪i
apina	ɑpinɑ
apina	ɑpinɑ
apinanleipäpuu	ɑpinɑnle̞ipæpuː
apiterapia	ɑpit̪e̞rɑpiɑ
aplastinen	ɑplɑs̠t̪ine̞n
apliitti	ɑpliːt̪ːi
apoapsis	ɑpo̞ɑps̠is̠
apofylliitti	ɑpo̞fylːiːt̪ːi
apofyysi	ɑpo̞fyːs̠i
apollon	ɑpo̞lːo̞n
apolloninen	ɑpo̞lːo̞nine̞n
apomiktinen	ɑpo̞mikt̪ine̞n
aporia	ɑpo̞riɑ
aposentri	ɑpo̞s̠e̞n̪t̪ri
appelsiini	ɑpːe̞ls̠iːni
appelsiinimehu	ɑpːe̞ls̠iːnime̞ɦu
appi	ɑpːi
appiukko	ɑpːiukːo̞
approksimatiivi	ɑpːro̞ks̠imɑt̪iːʋi
aprikoosi	ɑpriko̞ːs̠i
aprillipila	ɑprilːipilɑ
aprillipäivä	ɑprilːipæi̯ʋæ
apro	ɑpro̞
apu	ɑpu
apua	ɑpuɑ
apuharvennus	ɑpuhɑrʋe̞nːus̠
apukone	ɑpuko̞ne̞ʔ
apulaisvalmentaja	ɑpulɑi̯s̠ʋɑlme̞nt̪ɑjɑ
apumuuttuja	ɑpumuːt̪ːujɑ
apusuoritin	ɑpus̠uo̞̯rit̪in
aputoiminimi	ɑput̪o̞i̯minimi
aputyö	ɑput̪yø̞̯
apuvalmentaja	ɑpuʋɑlme̞nt̪ɑjɑ
arabiemiirikunnat	ɑrɑbie̞miːrikunːɑt̪
araknologia	ɑrɑkno̞lo̞ɡiɑ
aramidi	ɑrɑmidi
arbuusi	ɑrbuːs̠i
areafunktio	ɑre̞ɑfuŋkt̪io̞
areena	ɑre̞ːnɑ
areniitti	ɑre̞niːt̪ːi
areola	ɑre̞o̞lɑ
areometri	ɑre̞o̞me̞t̪ri
argentiina	ɑrɡe̞nt̪iːnɑ
argentiitti	ɑrɡe̞nt̪iːt̪ːi
arginaasi	ɑrɡinɑːs̠i
arhippa	ɑrɦipːɑ
arho	ɑrxo̞
arho	ɑrɦo
ari	ɑri
aridi	ɑridi
arinatiili	ɑrinɑt̪iːli
aristella	ɑristelːɑʔ
aristellen	ɑristelːen
aristokraatti	ɑris̠t̪o̞krɑːt̪ːi
aristoteelinen	ɑris̠t̪o̞t̪e̞ːline̞n
aristotelinen	ɑris̠t̪o̞t̪e̞line̞n
aristotelismi	ɑris̠t̪o̞t̪e̞lis̠mi
aristuminen	ɑris̠t̪umine̞n
arizona	ɑrit̪s̠o̞ːnɑ
arja	ɑrjɑ
arka	ɑrkɑ
arkadinen	ɑrkɑdine̞n
arkangeli	ɑrkɑnɡe̞li
arkansas	ɑrkɑns̠ɑs̠
arkansas	ɑrkɑns̠o̞ː
arkeittain	ɑrke̞i̯t̪ːɑi̯n
arkeobotaniikka	ɑrke̞o̞bo̞t̪ɑniːkːɑ
arkiateria	ɑrkiɑt̪e̞riɑ
arkinsyöttölaite	ɑrkins̠yø̞̯t̪ːø̞lɑi̯t̪e̞ʔ
arkiolot	ɑrkio̞lo̞t̪
arkipyhä	ɑrkipyɦæ
arkipäivä	ɑrkipæi̯ʋæ
arkipäiväistyminen	ɑrkipæi̯ʋæi̯s̠t̪ymine̞n
arkisesti	ɑrkis̠e̞s̠t̪iʔ
arkistaa	ɑrkis̠t̪ɑːʔ
arkisto	ɑrkisto̞
arkistointi	ɑrkisto̞in̪t̪i
arkistoluettelo	ɑrkis̠t̪o̞lue̞t̪t̪e̞lo̞
arkistomateriaali	ɑrkis̠t̪o̞mɑt̪e̞riɑːli
arkistopaperi	ɑrkis̠t̪o̞pɑpe̞ri
arkistotoimi	ɑrkis̠t̪o̞t̪o̞i̯mi
arkistotutkimus	ɑrkis̠t̪o̞t̪ut̪kimus̠
arkistuminen	ɑrkis̠t̪umine̞n
arkki	ɑrkːi
arkkiasemointi	ɑrkːiɑs̠e̞mo̞i̯n̪t̪i
arkkieliö	ɑrkːie̞liø̞
arkkipainokone	ɑrkːipɑi̯no̞ko̞ne̞ʔ
arkkitehtuurikilpailu	ɑrkːit̪e̞ht̪uːrikilpɑi̯lu
arkkitehtuurivalokuvaus	ɑrkːit̪e̞ht̪uːriʋɑlo̞kuʋɑu̯s̠
arkkivihko	ɑrkːiʋiçko̞
arkku	ɑrkːu
arkkuhauta	ɑrkːuhɑu̯t̪ɑ
arkkutuoli	ɑrkːut̪uo̞̯li
arkoosi	ɑrko̞ːs̠i
arkusfunktio	ɑrkus̠fuŋkt̪io̞
arkuus	ɑrkuːs
armahtaa	ɑrmɑxt̪ɑːʔ
armas	ɑrmɑs̠
armas	ɑrmɑs
armeerausmassa	ɑrme̞ːrɑu̯s̠mɑs̠ːɑ
armeija	ɑrme̞i̯jːɑ
armeijaryhmä	ɑrme̞i̯jɑryçmæ
armeijaslangi	ɑrme̞i̯jːɑs̠lɑŋːi
armeliaasti	ɑrme̞liɑːs̠t̪iʔ
armenia	ɑrme̞ːniɑ
armenia	ɑrme̞niɑ
armenia	ɑrme̞ːniɑ
armenia	ɑrme̞niɑ
armenialainen	ɑrme̞ːniɑlɑi̯ne̞n
armenialainen	ɑrme̞niɑlɑi̯ne̞n
armenianlokki	ɑrme̞niɑnlo̞kːi
armi	ɑrmi
armi	ɑrmi
armoton	ɑrmo̞t̪o̞n
aroharmaalokki	ɑro̞hɑrmɑːlo̞kːi
aromi	ɑro̞mi
aromikas	ɑro̞mikas
aromilasi	ɑro̞milɑs̠i
arominvahvenne	ɑro̞miʋɑxʋenːe̞ˣ
arpa	ɑrpɑ
arpakapula	ɑrpɑkɑpulɑ
arpakuutio	ɑrpɑkuːt̪io̞
arpaluu	ɑrpɑluː
arpeutuminen	ɑrpe̞u̯t̪umine̞n
arpominen	ɑrpo̞mine̞n
arsenaali	ɑrs̠e̞nɑːli
arsi	ɑrsi
artikkeliväitöskirja	ɑrt̪ikːe̞liʋæi̯t̪ø̞s̠kirjɑ
artikla	ɑrtiklɑ
arto	ɑrt̪o̞
artralgia	ɑrt̪rɑlɡiɑ
arttu	ɑrtːu
arttur	ɑrt̪ːur
artturi	ɑrtːuri
arvatenkaan	ɑrʋɑt̪e̞ŋkɑːn
arvatenkin	ɑrʋɑt̪e̞ŋkin
arvattavasti	ɑrʋɑt̪ːɑʋɑs̠t̪iʔ
arvelevasti	ɑrʋe̞le̞ʋɑs̠t̪iʔ
arvella	ɑrʋe̞lːɑ
arvella	ɑrʋe̞lːɑʔ
arvella	ɑrʋe̞lːɑʔ
arvelu	ɑrʋe̞lu
arveluttavasti	ɑrʋe̞lut̪ːɑʋɑs̠t̪iʔ
arvettuminen	ɑrʋe̞t̪ːumine̞n
arvi	ɑrʋi
arvio	ɑrʋio̞
arviointiaineisto	ɑrʋio̞i̯n̪t̪iɑi̯ne̞i̯s̠t̪o̞
arviointikeskustelu	ɑrʋio̞i̯n̪t̪ike̞s̠kus̠t̪e̞lu
arviointikriteeri	ɑrʋio̞i̯n̪t̪ikrit̪e̞ːri
arviointimenetelmä	ɑrʋio̞i̯n̪t̪ime̞ne̞t̪e̞lmæ
arvo	ɑrʋo̞
arvoalue	ɑrʋo̞ɑlue̞ʔ
arvoarvostelma	ɑrʋo̞ɑrʋo̞s̠t̪e̞lmɑ
arvoasema	ɑrʋo̞ɑs̠e̞mɑ
arvoaste	ɑrʋo̞ɑs̠t̪e̞ʔ
arvoasunto	ɑrʋo̞ɑs̠un̪t̪o̞
arvoesine	ɑrʋo̞e̞s̠ine̞ʔ
arvohenkilö	ɑrʋo̞he̞ŋkilø̞
arvoindeksi	ɑrʋo̞inde̞ks̠i
arvoituksellinen	ɑrʋo̞i̯t̪uks̠e̞lline̞n
arvoituksellisesti	ɑrʋo̞i̯t̪uks̠e̞lːis̠e̞s̠t̪iʔ
arvoitus	ɑrʋoitus
arvojohtaminen	ɑrʋo̞jo̞xt̪ɑmine̞n
arvojärjestelmä	ɑrʋo̞jærje̞s̠t̪e̞lmæ
arvojärjestys	ɑrʋo̞jærje̞s̠t̪ys̠
arvokala	ɑrʋo̞kɑlɑ
arvokas	ɑrʋo̞kɑs
arvokasvu	ɑrʋo̞kɑs̠ʋu
arvokilpi	ɑrʋo̞kilpi
arvokisa	ɑrʋo̞kis̠ɑ
arvokkaasti	ɑrʋo̞kkɑːs̠t̪iʔ
arvokonservatismi	ɑrʋo̞ko̞ns̠e̞rʋɑt̪is̠mi
arvokortti	ɑrʋo̞ko̞rt̪ːi
arvoleima	ɑrʋo̞le̞i̯mɑ
arvoluokitus	ɑrʋo̞luo̞̯kit̪us̠
arvolähetys	ɑrʋo̞læɦe̞t̪ys̠
arvonaleneminen	ɑrʋo̞nɑle̞ne̞mine̞n
arvonanto	ɑrʋo̞nɑn̪t̪o̞
arvonihilismi	ɑrʋo̞niɦilis̠mi
arvonimistö	ɑrʋo̞nimis̠t̪ø̞
arvonkorotus	ɑrʋo̞nko̞ro̞t̪us̠
arvonlasku	ɑrʋo̞nlɑs̠ku
arvonlisä	ɑrʋo̞nlis̠æ
arvonlisäveroton	ɑrʋo̞nlis̠æʋe̞ro̞t̪o̞n
arvonlisäys	ɑrʋo̞nlis̠æy̯s̠
arvonmitta	ɑrʋo̞nmit̪ːɑ
arvonnousu	ɑrʋo̞nno̞u̯s̠u
arvonsäilytys	ɑrʋo̞ns̠æi̯lyt̪ys̠
arvonta	ɑrʋo̞n̪t̪ɑ
arvonvähennys	ɑrʋo̞nʋæɦe̞nːys̠
arvopaikka	ɑrʋo̞pɑi̯kːɑ
arvopaperikauppa	ɑrʋo̞pɑpe̞rikɑu̯pːɑ
arvopaperimarkkinat	ɑrʋo̞pɑpe̞rimɑrkːinɑt̪
arvopaperistuminen	ɑrʋo̞pɑpe̞ris̠t̪umine̞n
arvopohja	ɑrʋo̞po̞xjɑ
arvopuu	ɑrʋo̞puː
arvopäivä	ɑrʋo̞pæi̯ʋæ
arvosana	ɑrʋo̞s̠ɑnɑ
arvosidonnainen	ɑrʋo̞s̠ido̞nnɑi̯ne̞n
arvosidonnaisuus	ɑrʋo̞s̠ido̞nnɑi̯s̠uːs̠
arvosija	ɑrʋo̞s̠ijɑ
arvossapito	ɑrʋo̞s̠ːɑpit̪o̞
arvostelevasti	ɑrʋo̞s̠t̪e̞le̞ʋɑs̠t̪iʔ
arvostelukyvyttömästi	ɑrʋo̞s̠t̪e̞lukyʋyt̪t̪ø̞mæs̠t̪iʔ
arvostelukyvytön	ɑrʋo̞s̠t̪e̞lukyʋyt̪ø̞n
arvotavara	ɑrʋo̞t̪ɑʋɑrɑ
arvoteos	ɑrʋo̞t̪e̞o̞s̠
arvotilaisuus	ɑrʋo̞t̪ilɑi̯s̠uːs̠
arvoton	ɑrʋo̞t̪o̞n
arvottomasti	ɑrʋo̞t̪ːo̞mɑs̠t̪iʔ
arvotulli	ɑrʋo̞t̪ulːi
arvovalinta	ɑrʋo̞ʋɑlin̪t̪ɑ
arvovaltaisesti	ɑrʋo̞ʋɑlt̪ɑi̯s̠e̞s̠t̪iʔ
arvovaraus	ɑrʋo̞ʋɑrɑu̯s̠
arvoväritteisesti	ɑrʋo̞ʋærit̪t̪e̞i̯s̠e̞s̠t̪iʔ
arvoväritys	ɑrʋo̞ʋærit̪ys̠
arytmia	ɑryt̪miɑ
as	ɑs̠
asap	ɑs̠ɑp
ase	ɑse̞ˣ
asehauta	ɑs̠e̞hhɑu̯t̪ɑ
